month,2012,2013,2014,2015,2016,2017,2018
2015-01,1.1443575653385587,1.1568791608330393,1.2188064978577307,1.1558528513297306,,,
2015-02,1.1702015742339273,1.1435916125716232,1.213712388679366,1.160715752195588,,,
2015-03,1.1629640847101648,1.154049454851515,1.2111173441363556,1.1665233369838253,,,
2015-04,1.171292508331775,1.155820026511156,1.1990285498140207,1.1879077775027198,,,
2015-05,1.1712541821690539,1.157078123188728,1.2100983330400146,1.1759325354782637,,,
2015-06,1.1802260664664765,1.171906214314331,1.2310721479729754,1.185714711342454,,,
2015-07,1.1625227855740699,1.166281039501302,1.2164256755911225,1.1748165439639953,,,
2015-08,1.1840105823041553,1.1702177880359017,1.2159551791546197,1.1522453440534477,,,
2015-09,1.1631207592213644,1.1500834906176538,1.1898913276664722,1.1332131231714755,,,
2015-10,1.179816027096044,1.1743325224785743,1.2095219360932077,1.1528378764375882,,,
2015-11,1.1628021074502934,1.1498071418591713,1.1902414367017988,1.1311095790321117,,,
2015-12,1.1840392430171007,1.169406129146596,1.2045088357998435,1.1479568576015104,,,
2016-01,1.2341970065333674,1.232561773720279,1.258654408534923,1.2421171892540166,1.1986333230784916,,
2016-02,1.3809649850200265,1.4118711311390397,1.4188545391192102,1.423890565207197,1.599925971086247,,
2016-03,1.5139104056646218,1.5800538224137586,1.6216807561027604,1.6040054769284242,1.9670770892009626,,
2016-04,1.4874786736600771,1.5417730631861266,1.5826876451414584,1.5659552399835375,1.9499211630251418,,
2016-05,1.4636589914312472,1.5029304932734817,1.5493291390105952,1.5347073171495937,1.8826623797817903,,
2016-06,1.4108527712048289,1.4425507481715842,1.4899778469416036,1.476102721388723,1.7473788752308745,,
2016-07,1.4064037079001133,1.4414990140165238,1.503744275264467,1.4999546087862685,1.775429838752732,,
2016-08,1.4226097159779143,1.4526550022990756,1.4730668446484745,1.4697887130260134,1.7234081234057896,,
2016-09,1.4387510576538687,1.4810507859343287,1.5141217671476723,1.5211077673190587,1.8786232423437714,,
2016-10,1.5522560586651146,1.6121522787157554,1.642670510825823,1.6681572060084968,2.109528936513355,,
2016-11,1.5804188417161218,1.658022943237017,1.72060417583242,1.7300635836616522,2.1764783805673966,,
2016-12,1.4543694732729266,1.5027578361323983,1.5536970142710853,1.5358577030785703,1.8757831457700005,,
2017-01,1.46510870421387,1.5076248133325298,1.5508395200063643,1.5613851039210134,1.9190826199525928,1.6187798865586258,
2017-02,1.5029594918388987,1.5540284502005626,1.585663331722013,1.5935761711208063,1.943562955259168,1.7369494428061918,
2017-03,1.4514595425685055,1.4958652246224569,1.5308992116750875,1.541411467019632,1.8800188771542254,1.7040802172553577,
2017-04,1.4390029847768413,1.4631786412873655,1.489536484351536,1.506561587079673,1.8363508608645387,1.639967291550826,
2017-05,1.4279478946951685,1.4636527258964447,1.4826396158436106,1.4854879153287543,1.7979311537164069,1.6287240231496491,
2017-06,1.4096262275225206,1.4436341988849224,1.46346446176558,1.4517110034391485,1.784343022541872,1.599835561913817,
2017-07,1.440776182389284,1.4610297350270949,1.4745108631577395,1.4717745822303347,1.7809896209187568,1.6254019858691306,
2017-08,1.4540171345563577,1.4467871079748278,1.4460926868444879,1.460047392408309,1.765342861288506,1.628795618043271,
2017-09,1.4179444488723976,1.4166578070295999,1.4238122716585404,1.428279430126014,1.6983608950680458,1.5435248444156586,
2017-10,1.4257334049481296,1.4351176032918807,1.4410923753439948,1.4329521173253867,1.7361565643132064,1.6021079794891178,
2017-11,1.4148679826240402,1.4370166309291983,1.428985417370316,1.4335084059854362,1.7379969303874794,1.5888959329330326,
2017-12,1.4043604901382762,1.4300214533054416,1.428852936748159,1.4189515985843282,1.716874898404482,1.5575007361909605,
2018-01,1.407615175741393,1.4153775698198594,1.422982011888793,1.403788445205006,1.713701699530694,1.5908438036282209,1.3618847520749358
2018-02,1.4130119050143974,1.4123327649709359,1.4177918621995236,1.3982659804770017,1.6714638679689635,1.5706962643784577,1.4222294461210094
2018-03,1.3908472231617284,1.3970634865580158,1.4034484002807561,1.3821064626385173,1.629499837551359,1.5263106137430775,1.4292955271155279
2018-04,1.3836567802463187,1.3945903812863818,1.412725061342684,1.3812499376056238,1.6081754748897272,1.531096702959974,1.4395786051774127
2018-05,1.3912240050635285,1.3932939431514781,1.4027474405420342,1.3818902266684172,1.6257342815132063,1.5424564517536676,1.4464842540372362
2018-06,1.3948014182651447,1.4136736389573272,1.4248917772093708,1.4006872794448586,1.6633086829437125,1.5703706232719907,1.4880514539968654
2018-07,1.4033719813542471,1.4082401444326638,1.4215152462484248,1.3977729558044314,1.6432585556477757,1.5522800335969529,1.4856456919599288
2018-08,1.3945106229342883,1.399042397303493,1.4188879449299894,1.3974910365850812,1.6394973698663673,1.5379130192239971,1.4609310840910938
2018-09,1.3945438726163017,1.4487489802669087,1.4504202744961179,1.4409213965987226,1.7232703507836629,1.6000958640654854,1.5097168046111846
2018-10,1.4106321125672203,1.4582790044535014,1.4675723308673625,1.4653933895037328,1.7663092923516268,1.6517870030065958,1.5644391415041752
2018-11,1.3776870781335808,1.4070692193307148,1.411456671479096,1.4140213982169374,1.6818117681316658,1.5780391458560583,1.4959706973383173
2018-12,1.3658910370514616,1.390355548656985,1.390916553538823,1.3780782373062177,1.6089723459254182,1.5233580090650274,1.4310125944017869
