m1,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12
2012-01,0.0,0.005713605523152,0.0090776570368407,0.0117540001516645,0.0123233908948194,0.009441844919786,0.013908792042485,0.0172839506172839,0.0187035848537636,0.024390243902439,0.0299563742123121,0.0183694530443756,0.0213371266002844,0.0182135456429272,0.0186683932232653,0.0186070686070686,0.0199331848552338,0.0211293260473588,0.0238412198959215,0.0205219153787686,0.0267423014586709,0.026198585276395,0.0283224400871459,0.0308107340621894,0.0298507462686567,0.0296362819937135,0.0289875367595574,0.0321519365933901,0.0316954807400667,0.0341032398077817,0.0307093425605536,0.0258253851797505,0.0352307692307692,0.0485723153320918,0.0503503340394329,0.0485218508997429,0.0458800061377934,0.0456486042692939,0.0469476045505527,0.0443495400788436,0.0454620872739339,0.0444807849550286,0.0399874055415617,0.0448824113945014,0.0439767282683093,0.0427450325596927,0.0428595919766843,0.0454232622161046,0.0483629715805218,0.0661075481006413,0.0941289087428206,0.102254850550603,0.096695652173913,0.0917955615332885,0.0901181877872619,0.0948121645796064,0.0943942133815551,0.1122359923197765,0.1186385737439222,0.100160399215826,0.0979067084226141,0.1149973502914679,0.1022029613578909,0.1000762485703393,0.1003909026297086,0.0971364402021336,0.1012388695315524,0.1050114766641163,0.0995475113122171,0.0938573063716139,0.0996860282574568,0.0898898505114083,0.0941106247512932,0.0947453844593223,0.0837380998639984,0.092750101255569,0.0932462762701489,0.0907985407377381,0.0942589576547231,0.0939749126053876,0.0986632718014003,0.096727121117365,0.0948293908310655,0.0945438480229732
2012-02,0.0043447208665635,0.0,0.005128789605653,0.0084499425403907,0.0089718544244265,0.0077653149266609,0.0128727912369073,0.0154731043421905,0.0171587840780419,0.0234585655222002,0.0268174173051766,0.0188473365737526,0.0202476901906821,0.0185165812323464,0.0200748907842729,0.0188527069261014,0.0194763038303397,0.0205649450419572,0.0250534314889574,0.0238746580452623,0.0255296749572312,0.0245828556871736,0.0257899957489018,0.0298216276477146,0.0315025338994658,0.0300642148277875,0.0273239049842098,0.0313005143277002,0.0280095351609058,0.0324010392786183,0.0300687285223367,0.0278298485940879,0.0341906202723146,0.0474446987032799,0.0470265029088558,0.0470945083014048,0.0438156093108169,0.0433083686095734,0.0453110198926428,0.0438311688311688,0.0448298429319371,0.0429101467978706,0.0404149891607308,0.0427685275873326,0.0433070866141732,0.0420630946419629,0.0411965811965812,0.0455170044658193,0.0515754560530679,0.0655656482246077,0.0959922430510665,0.1022051102555127,0.0989927058006252,0.0944435174370098,0.0876847290640394,0.0937666489078316,0.0958094555873925,0.1118466898954703,0.1181964573268921,0.1011735419630156,0.0965301759579016,0.1130173328616908,0.1015907447577729,0.1006313372871628,0.0995740149094781,0.0957446808510638,0.1007692307692307,0.1008930267908037,0.0983379501385041,0.0977400038632412,0.0989183874139626,0.0906026962727993,0.0960238568588469,0.0962739174219536,0.0802721088435374,0.0901174564601053,0.0943893052461008,0.0925475901174564,0.0989593960416241,0.0955897435897435,0.0989361702127659,0.0983914769166492,0.094403379091869,0.0930386740331491
2012-03,0.0058309037900874,0.0040460451333485,0.0,0.0061617745910822,0.007591918684904,0.0067896577738152,0.0115974824977017,0.0135615345565305,0.0179102142968872,0.0238037405878066,0.0279451137884872,0.019756838905775,0.0198828333037457,0.0198588235294117,0.0195764705882352,0.0190155581839687,0.0208536347690508,0.0235168359166221,0.0269230769230769,0.0249773960216998,0.0294257803192756,0.0279631760644418,0.0301212507977026,0.0332070707070707,0.0325355272999252,0.0334084581731406,0.0305534685699974,0.0347111817700052,0.033767290480065,0.035530881332408,0.0306612966090684,0.0294814424848644,0.0376075492645018,0.0482486988324658,0.0521969920377469,0.0485918575806216,0.0462872325548874,0.0497919143876337,0.0462245190927361,0.0440783615316117,0.0459718478586403,0.0485063590653652,0.0434353405725567,0.0481012658227848,0.0492312470880571,0.0457565690123829,0.046120286693674,0.0457250234888819,0.0540786875284824,0.068105807236242,0.1012396694214876,0.1068244448046685,0.1062130650055901,0.0986650299217431,0.0933272533819729,0.0983067565346046,0.0978350685837051,0.1129988780253245,0.1160899142265601,0.1041530412034009,0.099728014505893,0.1110392759010829,0.0976497848394571,0.0958617077003666,0.0962041884816753,0.0960848008206531,0.1033079780647443,0.1020408163265306,0.0967332123411978,0.0963578500707213,0.0962777380100214,0.0940797710606331,0.095229457645565,0.0961152653656757,0.0845542806707855,0.0899814471243042,0.0917856480623029,0.0919455682236116,0.0999813814932042,0.0924657534246575,0.0959625511995318,0.0982824427480916,0.0953941029100019,0.0969428801287208
2012-04,0.0073557291271706,0.0062191577097275,0.0037530808872955,0.0,0.0059956697940376,0.0075493243671889,0.0106318551914406,0.0157173656026149,0.0186042979725112,0.0243652420753824,0.0288035450516986,0.0196607220530665,0.0204241265426733,0.0207503473830477,0.0189691866382899,0.0204319383457299,0.019193857965451,0.0243543984883476,0.0262486716259298,0.0238255033557047,0.0263527758257203,0.0271260157948952,0.0281904761904761,0.0337795571124734,0.0315087112319288,0.0320031608060055,0.0322298563397876,0.0382426888977107,0.0345708905030938,0.0359662470604509,0.0333898526151036,0.0297239915074309,0.0379430159833217,0.051314317673378,0.0542195015303891,0.05192335819804,0.048169014084507,0.0470308081559755,0.045626271432723,0.0446694460988683,0.0456784594715629,0.0500812527699807,0.0428026557423364,0.0480884109916368,0.0484423676012461,0.0474741326841144,0.0461897356143079,0.0502362204724409,0.0527841342486651,0.0708891971027893,0.1028023377791098,0.1054261039595893,0.1053311793214862,0.0930805979349668,0.0915395284327323,0.0960931005818786,0.0969302635969302,0.1135029354207436,0.1170292573143285,0.1046800066148503,0.0988691931540342,0.1069439895185064,0.097507578309195,0.0958686440677966,0.0984686316482792,0.093479014915019,0.1083822744260544,0.1041144901610017,0.0986793837123991,0.0977658623771224,0.0981359649122807,0.0936528260471922,0.101865671641791,0.0994174027438451,0.0858384643245201,0.0950677710843373,0.0960030598584815,0.0961719781255893,0.101213040181956,0.096329384346475,0.1016276300119094,0.1005685159772593,0.1008303677342823,0.0997938144329897
2012-05,0.0095761381475667,0.0081036104478691,0.0072782030367674,0.0066063398656525,0.0,0.005250318201103,0.0099443589440037,0.0152924286873478,0.0184407899263744,0.0263233395495624,0.0304923957235356,0.0214812439884578,0.0207395498392282,0.0215969712614007,0.0193669482126098,0.0199183265272106,0.0204045422285308,0.0244666275200626,0.0269469943737044,0.0280103359173126,0.0288482473328978,0.0318921232876712,0.0322428250856265,0.0364607524384579,0.0343204775022956,0.0342633382280959,0.035225955967555,0.0369506506260741,0.0361460646434739,0.0359703020993343,0.0348851196920486,0.0310513447432762,0.0392609699769053,0.0542377227849724,0.055185537583254,0.0533711660586407,0.0486599011189175,0.0488243430152143,0.0503153092714343,0.0462190619444824,0.0458690245924288,0.0496047969473971,0.0466859547606522,0.0496661101836394,0.0495463056315713,0.0508354573775134,0.0457859434237387,0.0514093763692127,0.0563098470773188,0.0760527069607562,0.1057464867121191,0.1075625188309731,0.1077889071610106,0.0991198961188861,0.0955032119914346,0.1031598513011152,0.1006045574329561,0.1128644424406372,0.1223796033994334,0.1085696858798414,0.103125,0.1168051708217913,0.1035669586983729,0.1023478835978836,0.1055948355364279,0.1005974487324398,0.1141484426772697,0.1126268507735817,0.1048042400410326,0.1053868098674274,0.1047164992337817,0.1030292657881225,0.1032269257460097,0.1040573627142357,0.0954884667571234,0.1004767790923538,0.1059826025208592,0.1017879270667374,0.1055823078294988,0.1008787989747345,0.1041395953220716,0.1058414209851675,0.1054289420048174,0.1071428571428571
2012-06,0.0110294117647058,0.0092556278923837,0.0090528770317536,0.0085009198756581,0.0065761561306745,0.0,0.0083329150143065,0.0138034259105271,0.0176890517404763,0.0227016262860935,0.0313967341789894,0.0213273676360924,0.0203730057673582,0.0208818568789655,0.0187469956737702,0.0201331766549157,0.0217517642175176,0.0227831951152829,0.0283270486526257,0.0283646322378716,0.0295754328112118,0.0331319234642497,0.0334403720518215,0.0340523376765575,0.0331461887281364,0.0311386878088015,0.0343361674296926,0.0363594256600277,0.0349748508597496,0.0348879031291212,0.0312143996354522,0.0284420710471325,0.0369017172086225,0.0522652338502869,0.0542846064366033,0.0527670527670527,0.0478527607361963,0.0506607929515418,0.04858454475899,0.0489774651556597,0.0471685718039679,0.05,0.0445354174420047,0.0512516469038208,0.0480716253443526,0.0505420054200542,0.0470620996936786,0.0519444444444444,0.0579924650161464,0.075714090474238,0.10654651470978,0.1078360891445003,0.1078921078921078,0.1056443897772311,0.099130907115698,0.1029627456732179,0.1012019587475886,0.1183908045977011,0.1235939829245155,0.1063239374908719,0.1066502799399153,0.1150390337310355,0.1053343350864012,0.1050039714058776,0.1022878228782287,0.1000309214594928,0.1092956852791878,0.1121615125781124,0.1060655737704918,0.1051533151388666,0.1072015784281486,0.1020843591006072,0.1036544850498338,0.1033613445378151,0.0958702064896755,0.1016658080027477,0.101741679599931,0.1005462615227039,0.1067646053980184,0.1012237762237762,0.1068634423897581,0.1110135253820481,0.103252177003732,0.1072295908836166
2012-07,0.0104526679592008,0.0115935076357239,0.0094052754402093,0.0101608236323262,0.0078134248845744,0.0053712163044023,0.0,0.0095518001469507,0.015215226291911,0.020613076605044,0.0261523988711194,0.0190026954177897,0.0196874365739801,0.0191688615744805,0.0188131037989394,0.0188078908293855,0.0172232250300842,0.0211437609256638,0.0267077127880855,0.0274867938042797,0.0268380268380268,0.0289761155341603,0.0297881052308322,0.0318664643399089,0.0313784461152882,0.0285714285714285,0.0308018582104625,0.0332940798629697,0.0328577604842196,0.0315285204991087,0.0316197256831745,0.0296713814739976,0.0344672729314022,0.0487887323943661,0.0524750118990956,0.0520265465750177,0.0485802257954156,0.0506268081002892,0.0506106153123532,0.0467289719626168,0.0477231329690346,0.049174486281031,0.0469660610215975,0.0465962868583909,0.0501832890911389,0.0509975062344139,0.0482220516756203,0.054529124967924,0.0556526079361118,0.0761293569900591,0.1052502753640925,0.1053823607780442,0.1067408290292676,0.1023959646910466,0.0949152542372881,0.1006374610063746,0.1020408163265306,0.1196547144754316,0.1199950415272096,0.1068918918918919,0.1033747334086062,0.1117710583153347,0.1040342636087316,0.0988245537657814,0.1032786885245901,0.0981175128351397,0.1048328223098262,0.1071638285378743,0.1040628303881588,0.0994726047465572,0.1018280707055446,0.0934934630586804,0.0985023930832175,0.0992342553523988,0.0924802910855063,0.097215667767815,0.0969379660479136,0.0968500235072872,0.1040709646760652,0.0982157209451856,0.1056816299486499,0.1014539579967689,0.0988181221273801,0.0993251427582626
2012-08,0.0122605363984674,0.0120706416072585,0.0110232794256291,0.0111273384797273,0.00842644029711,0.005931592660347,0.0062913299044819,0.0,0.0103440419229892,0.0188496612155484,0.0238464092065951,0.0168998727966563,0.0171543281221485,0.0162778436799789,0.0170821791320406,0.0179902338730403,0.0165016501650165,0.0201153787763777,0.0229806598407281,0.024232109571278,0.0246478873239436,0.0275706025307969,0.0299161230195712,0.0306686314238349,0.0288663560792911,0.0287020821171434,0.0304451802796173,0.0323914541695382,0.0330824088748019,0.0316346251652934,0.0307265243610605,0.0277127244340359,0.0351670951156812,0.0495841995841995,0.0533726260641781,0.0482388973966309,0.0439024390243902,0.0475297750330833,0.0465491292195226,0.042907566732848,0.0442685102586975,0.0503542234332425,0.0440791540152863,0.048696996466431,0.048331415420023,0.0452473216320948,0.0455987777647197,0.0511764705882352,0.0551818492760232,0.074348172606171,0.103700371161849,0.1070868042979596,0.1040203439089367,0.0968377157419205,0.0965012577178138,0.10148849797023,0.0993112085159674,0.1166163141993957,0.1173076923076923,0.1070151645912957,0.0982652362474321,0.1114673242909987,0.1023929471032745,0.1018947926328342,0.0988220706757594,0.0978684689368339,0.1068814055636896,0.1092852371409485,0.1042732678744295,0.0998374424275264,0.1022523144949564,0.0967519004837595,0.0958520179372197,0.1003806569857606,0.092032967032967,0.0949648543967866,0.0980392156862745,0.0980755523877405,0.1046478471628172,0.1020735981308411,0.1049707163237723,0.1044533214972629,0.1017125837676842,0.1015403961018547
2012-09,0.0139360044008434,0.0127166623116453,0.0111841076177068,0.0132887842660794,0.0104589554806302,0.0078337229136395,0.0087418391058979,0.0084757347915242,0.0,0.013435874236598,0.0223624147304713,0.0130265121083438,0.0144825150123631,0.0147012229896711,0.0162606810355821,0.0167646690854497,0.0161537948067552,0.0189732142857142,0.0232837614541084,0.0232353880549345,0.0238653491877407,0.0270581462291306,0.0281496423986796,0.0312981946838428,0.028759466282005,0.0296581608088589,0.0306910015436302,0.0316136539953452,0.0318627450980392,0.029578606158833,0.0292963140258496,0.0264287107470255,0.0326340326340326,0.0491618969746524,0.0508145431006581,0.0484552845528455,0.0440451745379876,0.0473626373626373,0.0465858328015315,0.0427501101806963,0.0429112795363352,0.0459669475757907,0.042717012973315,0.0459516182480945,0.0459319099826889,0.0450234258941835,0.0458318718578276,0.0527676577741215,0.0510414282444495,0.0713461094435465,0.0989987625154685,0.1020807833537331,0.1006457901791153,0.0986521031838252,0.0947818055876241,0.098330241187384,0.0979776409998743,0.1122016236520053,0.1136312088909049,0.0981709593131765,0.0972238221403064,0.1049537152864648,0.0968112244897959,0.0953597848016139,0.0946604976866324,0.0931603773584905,0.1002717391304347,0.1038295577130528,0.0955431754874651,0.0947770353197872,0.0941716511336764,0.0930817610062893,0.091764035337703,0.0939289805269186,0.0880165289256198,0.092051431911163,0.0943813596814629,0.0924321201617562,0.0986689814814814,0.0962908011869436,0.0971506517126401,0.100223380491437,0.0969295605057194,0.1016169942929613
2012-10,0.0141256238817214,0.0148301276289771,0.0136021374787466,0.012931714240656,0.0121216468225505,0.0092266843677397,0.010158880160652,0.0110550715777675,0.008731056322099,0.0,0.0169125743228363,0.0125123820447317,0.0141943872575576,0.0142865541772003,0.0150198095913902,0.0167169723705595,0.0157996627739961,0.0174957841483979,0.022569198012775,0.0227514837924212,0.0232353880549345,0.0266044340723453,0.028169014084507,0.0320855614973262,0.0274442538593482,0.0289629968021927,0.0292493528904227,0.0316946959896507,0.0313699784624028,0.0303851364428101,0.0311074621419449,0.0263574555276147,0.0339824732229795,0.0491434165442976,0.0504019789734075,0.0485194805194805,0.0427426536064114,0.0449402558951041,0.0447745901639344,0.04349199663016,0.043213828425096,0.0472958864063478,0.0443196630903439,0.0453378956372968,0.0470679012345679,0.0473017260214114,0.0440067529544175,0.0519407038587756,0.0513581876168481,0.0690374272856986,0.0992777837663037,0.1014729950900163,0.1037713750292808,0.0972985091357471,0.0920265780730897,0.093731343283582,0.0942212570877066,0.1118077324973876,0.1186827518747962,0.102741358760429,0.1000883782589483,0.1083949439542094,0.1052953405894582,0.097172236503856,0.0995221027479092,0.0945997217655242,0.0994927818962153,0.1055165235493104,0.0937960605654562,0.0961740041928721,0.0954484605087014,0.0907136137615911,0.0911700382722799,0.0977753364460313,0.0922973878097789,0.093400447427293,0.0971671388101983,0.0944914666296656,0.0976153953423511,0.0992006851270339,0.1016183117072459,0.098508746773731,0.0976176641487507,0.1003048780487805
