year,actual,static_new,static_old
2013,-0.06413598679881,-0.0348097253539708,-0.0293262614448393
2014,-0.0206588849728808,-0.0105698362929231,-0.0100890486799577
2015,0.0112923756343719,0.0027263282373716,0.0085660473970004
2016,0.4304788178433536,0.1988142044462255,0.2316646133971279
2017,-0.0229215868819154,-0.0664984406569833,0.0435768537750676
2018,-0.0900255654425694,-0.0625698547134549,-0.0274557107291144
