month,2012,2013,2014,2015,2016,2017,2018
2015-04,2.128458561966968,2.0386157980660387,2.0634101720630893,2.005660722051395,,,
2015-05,2.114295777033691,2.026153838781024,2.065065492038056,1.9946535040580256,,,
2015-06,2.1534737098669554,2.0905365890591874,2.133198810999545,2.059866786487065,,,
2015-07,2.1431527125342975,2.08117066747902,2.114271471606855,2.0667024265738205,,,
2015-08,2.146855157366451,2.084661917368382,2.104280449753588,2.046729812593644,,,
2015-09,2.1593508167835855,2.0915555658516323,2.1307893650846577,2.0920554523562123,,,
2015-10,2.17445394692325,2.1189130793767736,2.1472679439056157,2.0909604324439655,,,
2015-11,2.171724166195987,2.1182566375900755,2.1452481294002874,2.0925662878349587,,,
2015-12,2.1973655123515683,2.1311794335613854,2.1693123474556986,2.1198043825417794,,,
2016-01,2.281257483844945,2.1922327701682875,2.218404964210194,2.2750741569453723,2.142221549552227,,
2016-02,2.63595478416142,2.5704230974754587,2.5464923435692306,2.6517097293518708,3.1380994187097913,,
2016-03,2.993169798792724,3.028651876841812,2.9802533534728197,3.0528377542998397,3.6909979840753606,,
2016-04,2.8496390150484148,2.932992379720745,2.866369653275218,2.9473512911339,3.6223117939983007,,
2016-05,2.887448469947012,2.9134015224288503,2.8518763460873675,2.9327820174481642,3.542381047427819,,
2016-06,2.826830320865756,2.8139688131204714,2.848002866635851,2.9373464592793552,3.492839656869565,,
2016-07,2.8384209210360978,2.8532657854379755,2.8945281445599362,3.015154957090463,3.5425096876533706,,
2016-08,2.7411293144188935,2.7355454841873974,2.7616903111388598,2.846524575748216,3.3630003673042723,,
2016-09,2.862980058729851,2.893116022239405,2.879695021821397,3.0129745235049685,3.565930254364576,,
2016-10,3.0568449387041525,3.069737862619068,3.0776880173796894,3.1731927754960694,3.731523070744893,,
2016-11,3.150694056882421,3.2050299201596437,3.227685974576452,3.298094265695504,3.784799930739493,,
2016-12,2.85628173275245,2.9205797683023564,2.930469228290962,2.9921748324235398,3.490277486229487,,
2017-01,2.913617188162335,2.9972512993854385,2.9992393112522095,3.0521598262210214,3.6004047902186267,3.1126514285306417,
2017-02,2.90679638181922,2.99262667975923,3.008407869817561,3.068386928213763,3.589067584693726,3.247835517113262,
2017-03,2.8046555790055065,2.8832099920177336,2.9179241534963856,2.9862071743310263,3.541762442257581,3.2476882589776386,
2017-04,2.7863529775221485,2.863057189209311,2.8519658433488226,2.942089684404745,3.5208649919962336,3.142004945323677,
2017-05,2.7364485208334917,2.8075373744956864,2.8373682532316873,2.897271061427447,3.4658944889415833,3.12244443594086,
2017-06,2.754003136909988,2.8340001867343947,2.862561767406493,2.901720594064838,3.498699668353625,3.157068882970668,
2017-07,2.7522839665993537,2.8291645354599195,2.8337994060271106,2.885888531639128,3.444806832643244,3.1489618670537656,
2017-08,2.8213814885831674,2.8001087600484027,2.792694387858125,2.8640603057305802,3.4410605571722765,3.1696228889827682,
2017-09,2.7293345191801794,2.769078018926875,2.7720794127325927,2.833384052058181,3.3974648214226204,3.121574994705822,
2017-10,2.709798317251107,2.759491772559667,2.8009895809960192,2.8221963227762044,3.383450023773551,3.071108579577347,
2017-11,2.6675547380678655,2.8006413839281112,2.78176826391253,2.867683519932502,3.3972335736644,3.0758144211827876,
2017-12,2.674163622237413,2.828740509117349,2.8257652649893843,2.874032995583084,3.436749906797679,3.1033776583680397,
2018-01,2.738716644068191,2.8390203420764104,2.841627134072157,2.882646346725044,3.463469393985457,3.2020565580199754,2.6961025476854745
2018-02,2.6886144818208506,2.778843541577625,2.791822044443099,2.832255292482407,3.389334329231385,3.166856363400126,2.8897386587560363
2018-03,2.6539404315152373,2.7863170427855595,2.7627667133300045,2.8211261664857683,3.349121426974958,3.1389032941263824,2.890673063841393
2018-04,2.6178244551951493,2.745140705437443,2.7694521131012837,2.788778094111875,3.346244465546006,3.139270215540256,2.866628940601678
2018-05,2.6747866285512587,2.7838187060227075,2.7798111950313316,2.7972543369589933,3.380327731706459,3.1822310398827383,2.930779440756504
2018-06,2.757652679072863,2.876809286083976,2.8631420992433374,2.86664398403763,3.4723658746159045,3.283844621304546,3.040674163493498
2018-07,2.7624186855058186,2.8453324166546774,2.843107958926588,2.8954215620165633,3.4215445413229872,3.242324692320186,3.064983052394749
2018-08,2.7311391530438667,2.8188489830246946,2.796493974879905,2.8762204737063937,3.3804683134466322,3.2004861469917043,3.0141067859140787
2018-09,2.7765315192283153,2.9387925387019296,2.891868493246848,2.896459868706736,3.514902081564637,3.301888543298607,3.0890754362601927
2018-10,2.8538348078347564,2.9811113258349793,2.997332686315882,3.0096164076425374,3.605622298887698,3.3994439008530524,3.255218722008353
2018-11,2.731543764597368,2.8447584198211944,2.855509772743734,2.8668096047884926,3.4896790520718857,3.279334506504989,3.154753753916224
2018-12,2.6720849042306254,2.7592785581480452,2.739501577755515,2.7399089109314927,3.322108139972871,3.1640641433462915,3.013377048625897
