month,2012,2013,2014,2015,2016,2017,2018
2012-01,2.0164658524283476,,,,,,
2012-02,2.047557227665813,,,,,,
2012-03,2.0723894497185773,,,,,,
2012-04,2.1045621601633915,,,,,,
2012-05,2.107852670434642,,,,,,
2012-06,2.0985605917822316,,,,,,
2012-07,2.1643431846910475,,,,,,
2012-08,2.2375281042886797,,,,,,
2012-09,2.3078885493590704,,,,,,
2012-10,2.3915999718035628,,,,,,
2012-11,2.3965708954060183,,,,,,
2012-12,2.156693266263536,,,,,,
2013-01,2.131238675461754,1.9423834655333039,,,,,
2013-02,2.127218918929444,1.9622898841946663,,,,,
2013-03,2.1307806095319664,1.9896488751057002,,,,,
2013-04,2.0928459363941427,1.9237181032752968,,,,,
2013-05,2.106465508870698,2.0061059701420154,,,,,
2013-06,2.12042557388211,2.010203964083443,,,,,
2013-07,2.1248105769130605,1.9798481225265407,,,,,
2013-08,2.09194002784673,1.8970168646411696,,,,,
2013-09,2.0927420066259237,1.8830813539099236,,,,,
2013-10,2.1274763514871253,1.9150273126877992,,,,,
2013-11,2.097806348416517,1.8951103254184472,,,,,
2013-12,2.094250132787412,1.8763339682443883,,,,,
2014-01,2.0918455183000355,1.9309618808629052,1.6792496903532166,,,,
2014-02,2.0885669821116037,1.9539718969010225,1.7675360030097549,,,,
2014-03,2.085170119237905,1.9468103856978123,1.7646904767744658,,,,
2014-04,2.1147168168995534,1.986311280539106,1.830667719691754,,,,
2014-05,2.0947857853484986,1.9687915267942249,1.8051354150147847,,,,
2014-06,2.105790674905498,1.9638071689631833,1.7898457872098992,,,,
2014-07,2.10214568243621,1.9647068455912202,1.8024037193241638,,,,
2014-08,2.0808101750628105,1.9601054636157533,1.8238713925792787,,,,
2014-09,2.120483023513682,2.0027712711806283,1.9288294965750508,,,,
2014-10,2.1969860325308885,2.1086484535270573,2.1482926791748893,,,,
2014-11,2.183868652971871,2.0980307708065067,2.124802804642592,,,,
2014-12,2.124170727968346,2.025893947585795,2.03849966774129,,,,
2015-01,2.1196551419713026,2.0324292490162117,2.0588807169328835,1.8255211227510797,,,
2015-02,2.141956636500761,2.051835716684497,2.098406436050336,1.9364842448129662,,,
2015-03,2.1422007955571525,2.0462175054440674,2.0749799820407815,1.9757363639376566,,,
