bin1,-2,-1,0,1,2
-2,0.4892035452493824,0.2077844239956638,0.2356286887841624,0.0243126202319499,0.0430707217388437
-1,0.0643557758252154,0.605908505668802,0.2493477553386408,0.0265251078845894,0.0538628552827577
0,0.0459247708699319,0.1569096859475078,0.7000035917399536,0.0366126437271844,0.0605493077154173
1,0.0328205512851358,0.1156103517919161,0.2535866363571346,0.4697009438215166,0.1282815167442978
2,0.0219729172171344,0.0887197686059624,0.158487830525392,0.0484792119028189,0.6823402717486932
